ztfname,mass,mass_err,restframe_gz,restframe_gz_err
ZTF19aavsyhq,8.221,0.074,0.82569653,0.124651514231
ZTF19aavvozj,9.153,0.04,0.93669653,0.042941821107
ZTF19aavvvrc,8.566,0.059,1.97169653,0.217706224073
ZTF19aavwbpc,8.738,0.032,0.63069653,0.045967379738
ZTF19aavweum,8.835,0.031,0.68169653,0.022671568098
ZTF19aavxikq,8.09,0.208,0.84769653,0.325382851423
ZTF19aavxpbx,8.612,0.028,0.90769653,0.051
ZTF19aavxufb,8.228,0.079,0.72069653,0.077155686764
ZTF19aavyafo,8.699,0.037,1.00869653,0.08723531395
ZTF19aawafvn,8.549,0.043,0.39969653,0.0430464865
ZTF19aawblge,8.006,0.051,0.52069653,0.170601875722
ZTF19aawbsek,8.768,0.035,0.75769653,0.032802438934
ZTF19aawfbzn,9.227,0.028,1.39769653,0.028319604517
ZTF19aawfcgp,8.438,0.065,1.04269653,0.030232432916
ZTF19aawfely,7.769,0.303,0.79569653,1.305423302994
ZTF19aawgfnn,9.581,0.095,1.29269653,0.019849433241
ZTF19aawgolt,8.312,0.056,0.58769653,0.074813100457
ZTF19aawgopm,,-9.0,,
ZTF19aawhhkn,8.591,0.165,1.21769653,1.219003691545
ZTF19aawhlcn,8.453,0.01,0.26669653,0.022022715546
ZTF19aawhniz,9.373,0.045,1.28469653,0.021931712199
ZTF19aawlnlq,8.018,0.078,0.55969653,0.181727818454
ZTF19aawmkja,10.216,0.115,1.48469653,0.017691806013
ZTF19aawmqtd,9.063,0.026,0.61869653,0.019209372712
ZTF19aawnqoj,9.006,0.023,0.61269653,0.033541019662
ZTF19aawqckx,9.84,0.1,1.47269653,0.023430749028
ZTF19aawrumx,8.715,0.041,0.65369653,0.053823786563
ZTF19aawscnp,9.438,0.039,1.06569653,0.025495097568
ZTF19aawtnqd,9.475,0.033,1.56369653,0.019798989873
ZTF19aawtqdv,8.06,0.201,0.78369653,0.134617977997
ZTF19aawudku,7.737,0.546,1.10269653,1.183801081263
ZTF19aawupxb,10.155,0.114,1.33869653,0.018384776311
ZTF19aawwlxc,8.897,0.038,0.74469653,0.023430749028
ZTF19aawyepw,9.303,0.011,1.02469653,0.018439088915
ZTF19aaxeerg,9.549,0.116,1.31369653,0.019798989873
ZTF19aaxeetj,9.006,0.017,0.91669653,0.030413812651
ZTF19aaxepmf,8.247,0.137,0.28269653,0.185809041761
ZTF19aaxffum,9.318,0.024,0.97569653,0.019849433241
ZTF19aaxfzao,9.37,0.032,1.05569653,0.026248809497
ZTF19aaxhysx,7.765,0.125,-0.04030347,0.263804852116
ZTF19aaxibby,8.274,0.206,1.31569653,0.358503835405
ZTF19aaxibpz,9.598,0.023,1.26169653,0.021260291625
ZTF19aaxnlps,8.429,0.277,1.20769653,0.395551513712
ZTF19aaxolvo,9.65,0.077,1.18469653,0.019104973175
ZTF19aaxpjpq,9.02,0.019,0.48069653,0.04172529209
ZTF19aaxpjwk,8.297,0.019,0.62069653,0.024186773245
ZTF19aaxptsd,8.296,0.049,0.65969653,0.092135769384
ZTF19aaxqsbn,10.372,0.021,1.78269653,0.017691806013
ZTF19aaxyukr,8.006,0.083,0.76169653,0.129077496102
ZTF19aayabqe,8.172,0.205,1.78769653,1.028842553552
ZTF19aayckwk,9.778,0.079,1.40469653,0.022022715546
ZTF19aaycomi,9.02,0.063,1.19969653,0.019849433241
ZTF19aaydpru,8.171,0.095,0.58669653,0.059506302187
ZTF19aayfaum,8.634,0.027,1.22069653,0.02404163056
ZTF19aayjqpa,8.076,0.208,0.76969653,0.613587809527
ZTF19aayjsty,8.531,0.143,1.26969653,0.097005154502
ZTF19aaykugs,9.414,0.071,1.24469653,0.020518284529
ZTF19aaynskj,8.089,0.678,1.18469653,0.68593658599
ZTF19aaynsws,9.027,0.121,1.32369653,0.04313930922
ZTF19aaynsyd,9.469,0.056,1.15769653,0.019104973175
ZTF19aayogzn,8.953,0.041,0.84069653,0.027658633372
ZTF19aaypehm,8.718,0.085,0.47769653,0.10040418318
ZTF19aayqait,10.256,0.071,1.34769653,0.019104973175
ZTF19aayrjnf,8.889,0.061,1.11869653,0.1226743657
ZTF19aayshvd,7.904,0.214,1.48169653,0.256281095674
ZTF19aaysiwt,8.381,0.155,0.44669653,0.156604597634
ZTF19aayslow,8.397,0.061,0.90469653,0.084958813551
ZTF19aayveer,8.471,0.051,0.72269653,0.070710678119
ZTF19aayvylv,8.751,0.026,0.60369653,0.050803543184
ZTF19aaywatq,9.718,0.03,0.93969653,0.019849433241
ZTF19aaywazj,9.304,0.106,1.51469653,0.031764760349
ZTF19aaywlmi,8.843,0.036,0.73269653,0.03577708764
ZTF19aaywtoc,8.362,0.057,0.54469653,0.115394973894
ZTF19aaywyug,7.766,0.586,1.38969653,0.676947560746
ZTF19aayxlma,7.755,0.076,0.73869653,0.109
ZTF19aayxlsg,9.174,0.025,0.67569653,0.021400934559
ZTF19aazdcmj,8.531,0.048,0.93069653,0.10295630141
ZTF19aazdirb,7.231,0.342,1.30569653,0.42753713289
ZTF19aazdiwq,7.916,0.031,0.74569653,0.045793012567
ZTF19aazgdss,8.635,0.023,0.85569653,0.038948684188
ZTF19aazgdvh,10.106,0.019,1.26269653,0.019104973175
ZTF19aazgpar,8.693,0.133,0.94469653,0.242571638903
ZTF19aaziick,9.918,0.024,1.12269653,0.019798989873
ZTF19aazlprb,9.174,0.038,0.89469653,0.023600847442
ZTF19aazlsfj,5.68,0.303,1.55369653,3.577701077508
ZTF19aaznoct,10.016,0.082,1.30769653,0.020518284529
ZTF19aazpkyv,9.051,0.042,0.77869653,0.024839484697
ZTF19aazpnlc,8.765,0.019,0.73769653,0.026907248094
ZTF19aazppeu,9.123,0.105,1.41769653,0.040224370722
ZTF19aazpvyr,8.368,0.034,0.52269653,0.06488451279
ZTF19aazxcvl,8.67,0.027,0.64769653,0.035846896658
ZTF19aazzpje,8.56,0.142,1.52169653,0.141767415156
ZTF19ababigc,8.547,0.037,0.74769653,0.040224370722
ZTF19ababmsi,5.373,0.741,2.30269653,6.018669371215
ZTF19abacxwt,9.86,0.041,1.33169653,0.019104973175
ZTF19abadovk,8.679,0.044,0.88869653,0.067675697263
ZTF19abadskf,8.497,0.037,1.22769653,0.046669047558
ZTF19abaejrh,9.286,0.013,0.83169653,0.023600847442
ZTF19abaejto,8.937,0.038,0.84069653,0.030232432916
ZTF19abaesgr,7.818,0.338,0.83869653,0.717948466117
ZTF19abaeyln,8.571,0.052,0.70569653,0.069641941386
ZTF19abafrvy,9.289,0.032,0.93269653,0.03905124838
ZTF19abahsdc,9.104,0.047,1.22169653,0.024758836806
ZTF19abahsgg,8.313,0.147,1.15869653,0.276501356235
ZTF19abahvdh,7.282,0.535,0.77269653,1.101411821255
ZTF19abajuqh,9.991,0.053,1.36869653,0.018384776311
ZTF19abakdjd,9.056,0.07,1.07869653,0.025806975801
ZTF19abakjao,8.012,0.2,0.29669653,0.157686397638
ZTF19abakjci,6.905,0.235,-0.27430347,0.590027965439
ZTF19abalbim,8.666,0.053,0.96169653,0.021260291625
ZTF19abalrbb,9.223,0.058,1.35969653,0.041617304093
ZTF19abanfrn,8.985,0.025,0.69269653,0.039824615503
ZTF19abangub,6.391,0.541,0.66769653,2.890923727807
ZTF19abangws,9.292,0.031,0.92669653,0.019104973175
ZTF19abanlgl,9.409,0.037,0.96769653,0.035383612026
ZTF19abaosan,9.202,0.035,0.92669653,0.026400757565
ZTF19abasxkg,10.086,0.101,1.26769653,0.017029386366
ZTF19abattvp,9.906,0.025,1.34569653,0.030479501308
ZTF19abatvit,10.263,0.02,1.29069653,0.029
ZTF19abaukyt,10.623,0.039,1.37769653,0.018384776311
ZTF19abauzma,8.712,0.043,0.82569653,0.045486261662
ZTF19abbvzgr,8.116,0.147,1.29569653,0.169729196074
ZTF19abbwbrw,8.414,0.12,0.65769653,0.169543504741
ZTF19abbyauq,8.057,0.08,0.83869653,0.288376490026
ZTF19abbytxa,8.175,0.065,1.00769653,0.090697298747
ZTF19abcejlc,9.169,0.021,1.47769653,0.022671568098
ZTF19abcejoa,8.799,0.032,1.17169653,0.055803225713
ZTF19abcfezc,8.012,0.038,0.61869653,0.159210552414
ZTF19abcfzdy,6.824,0.398,0.32869653,0.722497058818
ZTF19abcgdoz,8.665,0.057,0.58369653,0.267807766878
ZTF19abciuew,6.481,0.539,1.72669653,5.427878406892
ZTF19abcncdg,8.618,0.039,0.79569653,0.034669871647
ZTF19abcndvf,9.579,0.026,1.03469653,0.019104973175
ZTF19abcnpkt,8.978,0.04,0.87369653,0.043931765273
ZTF19abctnpk,9.354,0.048,0.96869653,0.022203603311
ZTF19abcttsc,8.624,0.049,0.84669653,0.036235341864
ZTF19abcubrb,7.021,0.375,1.03169653,1.370341928133
ZTF19abcunya,8.992,0.099,1.30969653,0.035227829908
ZTF19abcupln,9.663,0.093,1.33169653,0.02969848481
ZTF19abcvrpm,7.838,0.267,0.12969653,0.814565528365
ZTF19abcyqpk,8.154,0.482,2.22869653,0.850779054749
ZTF19abdcbwl,8.322,0.25,0.55169653,0.708164528906
ZTF19abddqhy,8.388,0.056,0.96369653,0.092439169187
ZTF19abdduix,6.906,0.476,0.12769653,1.791326324264
ZTF19abdehcz,8.616,0.049,0.87369653,0.109658560997
ZTF19abdgpuv,7.12,0.583,0.62369653,1.745921533174
ZTF19abdjsss,9.038,0.029,0.75969653,0.041593268686
ZTF19abdjwtv,9.968,0.112,1.26269653,0.020615528128
ZTF19abdkbwy,7.179,0.446,1.39569653,0.980418278083
ZTF19abdkcib,8.45,0.443,1.20769653,1.054048385986
ZTF19abdkcts,8.465,0.044,0.62769653,0.047434164903
ZTF19abdkdir,8.12,0.564,0.64869653,1.284637302899
ZTF19abdkdoz,6.238,0.15,0.53469653,0.90915840204
ZTF19abdkecj,7.443,1.229,2.19469653,2.422334617678
ZTF19abdketn,7.054,0.305,1.37469653,0.897953785002
ZTF19abdkfqe,8.354,0.094,0.91569653,0.146812805981
ZTF19abdkfxp,8.88,0.031,1.05169653,0.041773197148
ZTF19abdkgns,8.307,0.296,1.00269653,0.268018656067
ZTF19abdlqbu,9.845,0.069,1.29669653,0.02952964612
ZTF19abdmdow,8.71,0.039,0.84769653,0.054708317466
ZTF19abdmfgf,9.817,0.137,1.29069653,0.026172504657
ZTF19abdogun,6.942,0.417,0.59269653,2.861868270903
ZTF19abdoznh,7.258,0.158,-0.07330347,0.480884601542
ZTF19abdqaao,9.567,0.036,1.44569653,0.021213203436
ZTF19abdqapq,8.47,0.108,0.93169653,0.203027091788
ZTF19abdrwsz,,-9.0,,
ZTF19abdsnmj,7.86,0.152,0.09069653,0.459930429522
ZTF19abdsntm,,-9.0,,
ZTF19abdsqmf,7.943,0.141,-0.13630347,0.996486828814
ZTF19abdvpfj,7.939,0.113,0.42669653,0.350502496425
ZTF19abdyawn,8.992,0.049,0.96269653,0.039115214431
ZTF19abdyyut,8.691,0.082,1.13269653,0.031064449134
ZTF19abdzehg,7.815,0.048,0.33469653,0.061741396162
ZTF19abdznxo,8.668,0.035,0.76369653,0.041340053217
ZTF19abeggfi,8.062,0.291,1.58669653,0.783665745072
ZTF19abegruk,6.761,0.69,1.14569653,0.892726161821
ZTF19abegxob,8.481,0.025,0.84769653,0.063031738037
ZTF19abeizmo,10.341,0.092,1.31569653,0.018384776311
ZTF19abeloei,7.939,0.21,0.82469653,0.208060087475
ZTF19abetjcx,8.92,0.123,1.45769653,0.05374011537
ZTF19abewqfb,8.253,0.208,1.06169653,0.28299116594
ZTF19abexfad,8.032,0.131,0.73469653,0.941756868836
ZTF19abeytzv,9.16,0.021,0.67769653,0.023021728866
ZTF19abfaqqo,7.972,1.172,-0.18030347,3.594369207524
ZTF19abfdsbu,8.165,0.093,0.21569653,0.442295150324
ZTF19abfdszw,9.49,0.073,1.23869653,0.019849433241
ZTF19abfdupx,9.938,0.117,1.35469653,0.028017851452
ZTF19abfhszx,8.293,0.083,0.87769653,0.112729765368
ZTF19abfibel,8.11,0.094,0.49069653,0.043863424399
ZTF19abfjjlk,8.693,0.047,1.06269653,0.247923375259
ZTF19abfpupe,8.939,0.049,1.25769653,0.063780874876
ZTF19abfqhis,6.501,0.503,0.32169653,1.54892543397
ZTF19abfvemi,8.139,0.071,0.84569653,0.144013888219
ZTF19abfvhlx,10.203,0.057,1.34469653,0.019104973175
ZTF19abfvovo,8.998,0.023,0.95069653,0.026248809497
ZTF19abfvpkq,7.979,0.276,2.02369653,1.152023003243
ZTF19abfwdyt,9.027,0.068,1.06769653,0.019849433241
ZTF19abfwfei,7.851,0.548,1.39169653,0.543074580514
ZTF19abfwhja,9.84,0.041,1.16469653,0.020518284529
ZTF19abfwnar,7.96,0.151,0.65169653,0.156236999459
ZTF19abfwtkw,7.591,0.39,0.66269653,0.817783589955
ZTF19abgawrv,7.301,0.424,0.09169653,0.937248099491
ZTF19abgbkwv,7.103,0.55,1.34169653,0.686804193348
ZTF19abgcbey,9.541,0.076,1.14369653,0.024839484697
ZTF19abgfrbl,8.59,0.054,0.98269653,0.072615425359
ZTF19abggmim,5.315,0.756,1.42369653,2.329641388712
ZTF19abggnnp,7.987,0.181,0.48069653,0.297934556572
ZTF19abgjlef,8.742,0.023,0.93269653,0.045803929962
ZTF19abglmpf,9.936,0.099,1.27569653,0.018439088915
ZTF19abgmjtu,8.829,0.03,0.48469653,0.076485292704
ZTF19abgmxwn,9.869,0.06,1.37769653,0.020518284529
ZTF19abgnuri,9.033,0.043,0.81869653,0.034713109915
ZTF19abgppki,9.892,0.028,1.25769653,0.018439088915
ZTF19abgprpq,9.223,0.066,1.16769653,0.021931712199
ZTF19abgqvyr,8.613,0.042,0.81569653,0.081939001702
ZTF19abgqwed,9.827,0.025,1.18269653,0.018439088915
ZTF19abgrcxs,9.668,0.097,1.19469653,0.023430749028
ZTF19abgrxlp,8.422,0.088,0.34769653,0.154741720295
ZTF19abgsyrp,7.398,0.146,0.05069653,0.348810836988
ZTF19abguzsx,9.221,0.034,1.05769653,0.029681644159
ZTF19abhbjge,9.157,0.118,1.16369653,0.037643060449
ZTF19abhdlxp,9.243,0.025,0.84269653,0.023430749028
ZTF19abhdqlq,,-9.0,,
ZTF19abheamc,8.551,0.026,0.65569653,0.031240998704
ZTF19abhemuy,7.486,0.353,0.21569653,1.044788973908
ZTF19abhhocz,8.395,0.1,0.98669653,0.161384633717
ZTF19abhiayh,9.119,0.025,1.15569653,0.032015621187
ZTF19abhibzk,9.451,0.035,1.20469653,0.021931712199
ZTF19abhjhes,9.895,0.037,1.44669653,0.021931712199
ZTF19abhphah,8.789,0.037,0.75669653,0.066610809934
ZTF19abhpvfq,10.11,0.086,1.48669653,0.017691806013
ZTF19abhxllw,8.9,0.035,1.23069653,0.038897300678
ZTF19abhzdjp,8.389,0.083,0.68269653,0.128949602559
ZTF19abhzelh,7.819,0.868,2.21069653,1.365678219787
ZTF19abhzewi,9.357,0.018,1.09369653,0.019849433241
ZTF19abhztqq,7.842,0.12,0.50069653,0.340649379861
ZTF19abiahik,7.408,0.229,1.83569653,1.353066147681
ZTF19abidbqp,8.053,0.013,0.46869653,0.050119856345
ZTF19abidfxd,8.539,0.011,0.52069653,0.036878177829
ZTF19abimkwn,6.786,0.467,0.30369653,1.343518514945
ZTF19abimlck,9.181,0.083,1.11069653,0.039623225512
ZTF19abimzvh,8.609,0.057,0.75769653,0.110602893271
ZTF19abinjcy,7.303,0.395,1.04369653,0.567694460075
ZTF19abioohk,8.496,0.076,1.20569653,0.100702532242
ZTF19abipmfl,9.682,0.038,1.22269653,0.039446165847
ZTF19abirbpd,7.732,0.169,0.71669653,0.169387130562
ZTF19abisbgx,9.92,0.027,1.28669653,0.021931712199
ZTF19abitbcj,8.107,0.123,0.46069653,0.153941547348
ZTF19abitljz,8.143,0.08,0.57469653,0.189842039601
ZTF19abixauz,9.969,0.045,1.33769653,0.036069377594
ZTF19abizewg,7.97,0.131,0.90669653,0.19849685136
ZTF19abiztut,8.441,0.138,0.37769653,0.205360658355
ZTF19abjamgc,8.268,0.067,0.58669653,0.075026661928
ZTF19abjarhj,7.689,0.529,1.74669653,1.061851213683
ZTF19abjarnh,8.672,0.026,0.84969653,0.039824615503
ZTF19abjblwu,7.249,0.471,1.29469653,2.062750833232
ZTF19abjflrn,,,,
ZTF19abjgbmo,8.105,0.058,0.74669653,0.150083310198
ZTF19abjgdko,9.021,0.028,0.75669653,0.022627416998
ZTF19abjibet,8.9,0.038,1.04569653,0.022803508502
ZTF19abjkfrf,9.437,0.105,1.17969653,0.019104973175
ZTF19abjozed,7.071,0.153,0.77969653,0.256456624013
ZTF19abjpeli,8.492,0.532,2.96569653,0.965223808243
ZTF19abjpelp,8.237,0.105,0.59769653,0.134718224454
ZTF19abjpkdz,9.274,0.032,1.48469653,0.03940812099
ZTF19abjrkqn,8.078,0.072,0.59069653,0.129973074135
ZTF19abjslyw,9.186,0.012,0.57869653,0.032557641192
ZTF19abjswdz,9.266,0.054,1.19269653,0.038183766184
ZTF19abkbkxy,7.85,0.046,0.72469653,0.082152297594
ZTF19abkbkyb,9.067,0.136,1.31169653,0.021260291625
ZTF19abkcpxe,8.741,0.157,1.38869653,0.06389053138
ZTF19abkcsmm,7.332,0.187,0.67769653,0.171944758571
ZTF19abkdeae,9.709,0.092,1.28769653,0.031400636936
ZTF19abkdehm,7.398,0.202,-0.05530347,0.433335897428
ZTF19abkdrir,8.622,0.097,1.23869653,0.13189389675
ZTF19abkdsce,9.069,0.057,1.26069653,0.056435804238
ZTF19abkeuto,6.485,0.425,1.31269653,1.633316258414
ZTF19abkgbul,9.583,0.021,1.46169653,0.02334523506
ZTF19abkrbjt,10.271,0.024,1.22469653,0.016970562748
ZTF19ablekwo,9.713,0.09,1.28369653,0.022203603311
ZTF19ablfaey,8.82,0.05,0.76969653,0.041677331968
ZTF19ablfbxe,9.903,0.036,1.30569653,0.018439088915
ZTF19ablfcjr,9.407,0.023,1.02669653,0.022803508502
ZTF19ablnnqe,8.816,0.068,1.11969653,0.126562237654
ZTF19ablovot,9.231,0.022,1.18569653,0.020518284529
ZTF19ablpfhz,8.415,0.02,0.40269653,0.055470712993
ZTF19ablpnmk,9.265,0.015,1.07069653,0.020518284529
ZTF19ablpxtf,9.626,0.037,1.44969653,0.068
ZTF19ablqnuw,9.233,0.019,1.16969653,0.029
ZTF19ablrkfz,8.291,0.066,0.28769653,0.177564072943
ZTF19ablusdf,8.727,0.021,1.61169653,0.471831537734
ZTF19abmolyr,8.846,0.02,0.88369653,0.022203603311
ZTF19abmpoxa,8.002,0.103,0.84069653,0.143422452914
ZTF19abmprjj,7.562,0.499,0.64269653,1.564910540574
ZTF19abmqasg,6.267,0.18,-0.41330347,0.915848240704
ZTF19abmylxw,,-9.0,,
ZTF19abmzmom,9.14,0.07,1.22869653,0.046615448083
ZTF19abmzord,9.711,0.028,1.32969653,0.018439088915
ZTF19abnagzk,8.299,0.069,0.75069653,0.123004064973
ZTF19abnhegb,9.938,0.064,1.22769653,0.021260291625
ZTF19abnimpq,8.138,0.094,0.64969653,0.111507847257
ZTF19abnishu,7.928,0.079,0.20569653,0.362836051131
ZTF19abnkrcd,9.745,0.094,1.25569653,0.019798989873
ZTF19abnktws,8.578,0.026,0.81269653,0.050537115074
ZTF19abnmnrz,8.205,0.218,0.69369653,0.365800492072
ZTF19abnmrqt,9.559,0.041,1.11869653,0.022671568098
ZTF19abnoxud,8.899,0.131,1.23969653,0.080622577483
ZTF19abnxglw,8.718,0.054,1.12469653,0.137480907765
ZTF19abocled,8.12,0.101,0.35869653,0.315153930643
ZTF19abomiel,9.605,0.116,1.24769653,0.019849433241
ZTF19abopflp,7.888,0.463,1.49169653,1.257060062209
ZTF19abopyyu,8.953,0.027,0.78269653,0.028844410204
ZTF19aboqpry,8.888,0.036,0.98969653,0.085
ZTF19abormno,9.684,0.133,1.38269653,0.026907248094
ZTF19abornyn,8.561,0.022,0.72669653,0.041231056256
ZTF19abotfag,8.345,0.107,1.48469653,0.229993478168
ZTF19aboudfp,7.972,0.423,1.07069653,0.705725867458
ZTF19abovtfk,9.039,0.044,1.39169653,0.059033888573
ZTF19abowcic,7.583,0.232,0.60469653,0.301524460036
ZTF19aboxjlj,8.718,0.046,0.86369653,0.053851648071
ZTF19abozuxh,9.588,0.074,1.22769653,0.022671568098
ZTF19abpavsn,8.347,0.156,1.05169653,0.206155281281
ZTF19abpbbxx,8.742,0.027,0.70069653,0.031400636936
ZTF19abpbmli,10.006,0.111,1.22869653,0.021213203436
ZTF19abpbqor,8.735,0.036,0.99869653,0.027658633372
ZTF19abpbvsk,,-9.0,,
ZTF19abpelgt,9.583,0.1,1.49869653,0.044598206242
ZTF19abpgggu,10.304,0.024,1.81469653,0.022803508502
ZTF19abplfxs,8.352,0.081,0.51869653,0.102615788259
ZTF19abpmetl,8.323,0.099,0.91469653,0.130908364897
ZTF19abpnrqa,8.688,0.061,1.25869653,0.063702433235
ZTF19abpnsck,8.687,0.026,0.78969653,0.028017851452
ZTF19abpqvdh,9.613,0.075,1.19269653,0.019209372712
ZTF19abptrnn,8.806,0.066,1.35169653,0.038948684188
ZTF19abpveqn,8.09,0.139,0.58269653,0.372247229674
ZTF19abpxcaf,7.214,0.185,-0.20930347,0.448728202813
ZTF19abpxttd,8.786,0.037,0.88469653,0.058309518948
ZTF19abpyjqx,8.51,0.039,0.69969653,0.033421549934
ZTF19abpypvc,7.713,0.28,0.69969653,0.436715010047
ZTF19abpzpqd,9.34,0.032,1.09969653,0.027658633372
ZTF19abpztlw,8.578,0.043,0.68369653,0.043416586692
ZTF19abpzuzd,8.252,0.082,0.99269653,0.098112180691
ZTF19abqanpy,7.655,0.518,1.02569653,1.230021544527
ZTF19abqgrht,10.498,0.016,1.47569653,0.020518284529
ZTF19abqgwuy,7.487,0.14,0.81369653,0.366727419209
ZTF19abqgxpt,8.845,0.02,0.80469653,0.032526911935
ZTF19abqgytb,8.682,0.103,1.27069653,0.031144823005
ZTF19abqgzea,8.029,0.146,0.53869653,0.112294256309
ZTF19abqhikf,8.05,0.03,0.61969653,0.050219518118
ZTF19abqimia,8.282,0.102,0.04869653,0.122588743366
ZTF19abqirpa,10.216,0.055,1.22569653,0.021400934559
ZTF19abqjypm,9.686,0.104,1.27069653,0.022803508502
ZTF19abqlrtb,8.124,0.07,0.55469653,0.165496223522
ZTF19abqmjdq,7.571,1.237,0.93569653,3.35694399715
ZTF19abqmpsr,8.991,0.027,0.84269653,0.022022715546
ZTF19abqmpti,8.974,0.04,0.78969653,0.037013511047
ZTF19abqmucc,8.496,0.049,0.75869653,0.068154236846
ZTF19abqqcyo,8.667,0.034,0.58969653,0.050219518118
ZTF19abqqmui,8.762,0.035,0.93269653,0.047423622806
ZTF19abqqrib,8.824,0.034,0.93669653,0.082540898953
ZTF19abqqvhd,8.629,0.04,0.47269653,0.049578221025
ZTF19abqrrto,9.649,0.104,1.56969653,0.027658633372
ZTF19abqsmns,8.191,0.242,0.00369653,1.117940964452
ZTF19abqsojs,6.702,0.314,-0.12930347,0.818912083193
ZTF19abqsvgf,9.382,0.067,1.09569653,0.020518284529
ZTF19abqsvue,,-9.0,,
ZTF19abquwvx,9.611,0.112,1.22069653,0.019104973175
ZTF19abqviuy,8.471,0.08,1.28369653,0.351978692537
ZTF19abqxhhr,9.371,0.062,1.18769653,0.026907248094
ZTF19abqxzok,9.212,0.062,1.13269653,0.030805843601
ZTF19abqybcz,10.165,0.056,1.34369653,0.018384776311
ZTF19abqykyd,8.137,0.496,0.95169653,0.910198330036
ZTF19abqynnh,8.446,0.031,0.75669653,0.049091750835
ZTF19abqysic,10.003,0.137,1.40269653,0.017691806013
ZTF19abrcpnj,8.41,0.112,1.10569653,0.284015844628
ZTF19abrcvzz,8.791,0.043,1.04369653,0.050249378106
ZTF19abrdliq,8.357,0.044,0.39969653,0.316303651576
ZTF19abrdnty,7.097,0.294,0.73769653,0.269416035158
ZTF19abrhyqs,8.379,0.562,1.43669653,1.308367303168
ZTF19abrilok,8.539,0.323,1.36569653,0.673427798654
ZTF19abrirdm,9.309,0.055,1.35069653,0.038013155617
ZTF19abrogbl,9.332,0.068,1.31769653,0.020518284529
ZTF19abrsssx,8.813,0.029,0.72769653,0.024839484697
ZTF19abrsuah,7.858,0.215,0.47669653,0.585629575756
ZTF19abrvagn,,-9.0,,
ZTF19absfopz,9.434,0.079,1.27669653,0.03
ZTF19abtcapa,10.144,0.042,1.44369653,0.020615528128
ZTF19abtnbtt,8.483,0.067,0.73669653,0.063702433235
ZTF19abtnftd,8.542,0.054,0.88969653,0.084291162052
ZTF19abtqqaz,7.92,0.51,1.16869653,0.67105886478
ZTF19abtsrup,7.449,0.156,0.37869653,0.207894203863
ZTF19abttrte,6.367,0.69,1.10069653,20.487637687152
ZTF19abttstb,9.716,0.029,1.82769653,0.028319604517
ZTF19abtuigb,8.891,0.057,1.32969653,0.025495097568
ZTF19abtulak,9.031,0.086,1.15669653,0.059464274989
ZTF19abuayqg,6.622,0.263,1.05069653,1.898064803952
ZTF19abuazly,8.364,0.043,0.27069653,0.080324342512
ZTF19abubagk,8.658,0.097,0.78569653,0.155618122338
ZTF19abuclhk,10.045,0.03,1.17069653,0.022671568098
ZTF19abucvgu,8.674,0.046,0.80969653,0.071449282712
ZTF19abucvhz,8.519,0.05,1.05269653,0.072801098893
ZTF19abuejud,8.972,0.032,1.00269653,0.019849433241
ZTF19abugzfy,9.253,0.036,1.05669653,0.021931712199
ZTF19abuhlxk,7.132,0.296,0.90969653,1.082386714627
ZTF19abujhgm,10.119,0.027,1.33169653,0.019849433241
ZTF19abujuex,8.144,0.082,1.23769653,0.132310241478
ZTF19abulzlj,7.846,0.142,0.60169653,0.196758735511
ZTF19abuonnx,9.257,0.051,1.06469653,0.028301943396
ZTF19aburnqh,8.634,0.46,2.07069653,1.527791870642
ZTF19abuxhqc,7.719,0.173,0.80369653,0.221415898255
ZTF19abuzpmr,9.714,0.112,1.31969653,0.041231056256
ZTF19abvalfd,9.551,0.044,1.28469653,0.019849433241
ZTF19abvanim,7.804,0.082,0.35469653,0.156732255774
ZTF19abvgnxg,9.312,0.03,0.75169653,0.044777226354
ZTF19abvgwvp,,-9.0,,
ZTF19abvhduf,7.321,0.089,0.64569653,0.194617573718
ZTF19abvhkst,8.827,0.028,0.48169653,0.036878177829
ZTF19abvjdfc,8.896,0.045,0.76669653,0.091268833673
ZTF19abvvpoh,9.117,0.021,0.50969653,0.020615528128
ZTF19abwaohs,7.641,0.067,0.67869653,0.359200501113
ZTF19abwnpus,,-9.0,,
ZTF19abwouqp,8.213,0.137,0.98069653,0.17578680269
ZTF19abwsbhn,8.203,0.129,0.44769653,0.241660919472
ZTF19abwscog,10.313,0.022,1.38369653,0.017691806013
ZTF19abwsdic,8.355,0.062,0.60169653,0.152541797551
ZTF19abwsecm,9.299,0.024,0.79769653,0.018439088915
ZTF19abwswzb,9.417,0.023,0.59969653,0.020248456731
ZTF19abwsxug,10.063,0.123,1.42869653,0.021931712199
ZTF19abwvals,9.792,0.121,1.41269653,0.269462427808
ZTF19abxdnhr,9.045,0.023,0.75269653,0.020518284529
ZTF19abxdnzt,8.753,0.041,1.01769653,0.032449961479
ZTF19abxdtew,,-9.0,,
ZTF19abxfeln,9.275,0.031,0.66369653,0.033541019662
ZTF19abxfhrq,10.085,0.023,1.83769653,0.018439088915
ZTF19abxfunp,9.572,0.011,1.08069653,0.018439088915
ZTF19abxigfc,8.45,0.048,0.64769653,0.093048374516
ZTF19abxihut,9.059,0.034,0.95769653,0.051662365412
ZTF19abxiqqm,7.689,0.36,1.12969653,1.345523318267
ZTF19abxiqve,9.321,0.153,1.32169653,0.04675467891
