ztfname,mass,mass_err,restframe_gz,restframe_gz_err
ZTF20abajdvf,8.789,0.093,1.21869653,0.056586217403
ZTF20abajsne,10.172,0.025,1.30969653,0.016970562748
ZTF20abajtzc,8.492,0.034,0.43669653,0.110353975914
ZTF20abaknoz,8.018,0.12,0.67469653,0.09838699101
ZTF20abapvvq,9.192,0.013,1.04069653,0.021260291625
ZTF20abapyxl,9.818,0.082,1.26869653,0.032526911935
ZTF20abasewu,8.864,0.084,1.12169653,0.050447993023
ZTF20abasqfx,7.151,0.624,1.28269653,1.596817146702
ZTF20abasxmb,9.046,0.044,1.32069653,0.020615528128
ZTF20abatdly,9.089,0.11,1.24869653,0.063245553203
ZTF20abatfzl,7.996,0.104,0.69469653,0.145031031162
ZTF20abatmsa,,-9.0,,
ZTF20abatows,8.563,0.063,1.29369653,0.104737767782
ZTF20abaunmw,8.375,0.041,0.84369653,0.022671568098
ZTF20abavnaw,7.765,0.153,1.52169653,0.288780193227
ZTF20abavxpk,9.609,0.129,1.22869653,0.019798989873
ZTF20abawgdl,8.756,0.031,0.92569653,0.025455844123
ZTF20abawntz,10.303,0.02,1.46269653,0.02334523506
ZTF20abawtpy,9.622,0.035,1.06969653,0.020808652047
ZTF20abazekd,9.424,0.043,1.11069653,0.021931712199
ZTF20abazgfi,9.811,0.106,1.53769653,0.02561249695
ZTF20abbarut,9.006,0.037,1.01569653,0.038418745425
ZTF20abbblms,9.307,0.042,1.04769653,0.019849433241
ZTF20abbbsfs,8.885,0.036,0.78769653,0.068352029963
ZTF20abbbumr,8.116,0.188,0.13869653,0.370567132919
ZTF20abbeeyt,8.376,0.068,0.46169653,0.08598255637
ZTF20abbhyxu,9.374,0.108,1.22069653,0.019849433241
ZTF20abbihor,8.875,0.047,0.84069653,0.022627416998
ZTF20abbilvk,8.286,0.091,0.73869653,0.201762236308
ZTF20abbjwgc,9.004,0.013,0.50169653,0.022472205054
ZTF20abblqtl,7.571,0.183,0.17369653,0.375406446402
ZTF20abbozif,9.073,0.03,0.71169653,0.02941088234
ZTF20abbpory,6.75,0.796,1.34969653,2.195247594236
ZTF20abbrptu,7.594,0.059,0.61869653,0.135506457411
ZTF20abbzmue,7.883,0.071,0.90769653,0.079202272695
ZTF20abcawtk,8.951,0.039,1.24769653,0.057314919524
ZTF20abcbxpj,8.029,0.355,2.22369653,1.472345407844
ZTF20abccojn,7.822,0.273,0.98369653,0.603305892562
ZTF20abcgjvq,8.148,0.054,0.69169653,0.084504437753
ZTF20abchbds,7.851,0.015,-1.58530347,0.52413738657
ZTF20abchhuw,8.425,0.025,0.57669653,0.039623225512
ZTF20abciflj,9.04,0.022,0.60269653,0.025495097568
ZTF20abcqkts,9.018,0.08,1.11669653,0.037802116343
ZTF20abcqpdj,9.473,0.026,0.98769653,0.018439088915
ZTF20abcsbux,7.971,0.12,0.79369653,0.356237280475
ZTF20abcsjtx,9.184,0.07,1.03069653,0.020615528128
ZTF20abctyza,7.743,0.218,0.19169653,0.359651219934
ZTF20abcuigh,7.36,0.369,0.26569653,0.978262234782
ZTF20abcwuwg,9.648,0.026,1.09269653,0.021260291625
ZTF20abcxnbb,7.811,0.073,0.62369653,0.056302753041
ZTF20abcxnfl,8.691,0.031,0.52869653,0.043081318457
ZTF20abcxnjl,9.757,0.077,1.43269653,0.022203603311
ZTF20abcxnkh,7.658,0.3,0.75069653,0.933844205422
ZTF20abdajyr,9.126,0.023,1.25169653,0.029068883707
ZTF20abdsunu,8.682,0.021,0.77869653,0.037215588132
ZTF20abdtiti,6.855,0.635,0.57869653,1.452534681169
ZTF20abdxffu,10.527,0.09,1.40369653,0.016970562748
ZTF20abdxouw,7.638,0.146,-0.13130347,0.492293611577
ZTF20abdxuew,8.368,0.037,0.57169653,0.073006848994
ZTF20abdxyae,8.817,0.024,0.90269653,0.026248809497
ZTF20abdzief,9.618,0.043,1.20169653,0.019104973175
ZTF20abdzrxo,9.606,0.133,1.32369653,0.019104973175
ZTF20abedydu,8.229,0.154,1.08469653,0.196086715511
ZTF20abedygm,8.265,0.108,0.67869653,0.196847656831
ZTF20abedyov,9.165,0.021,1.09769653,0.02983286778
ZTF20abeeahl,9.941,0.039,1.19569653,0.019104973175
ZTF20abeeyre,9.079,0.026,1.03469653,0.02
ZTF20abeeyrn,6.526,0.76,1.17769653,1.785411157129
ZTF20abeeyrs,8.041,0.142,0.88269653,0.229314194938
ZTF20abeeytg,8.801,0.11,1.31769653,0.033241540277
ZTF20abeezqx,8.32,0.045,0.95169653,0.094868329805
ZTF20abefaya,9.907,0.07,1.11869653,0.020615528128
ZTF20abefbiq,8.9,0.034,0.93369653,0.037202150475
ZTF20abefbnz,8.64,0.039,0.62369653,0.056035702904
ZTF20abefdvd,8.805,0.102,1.17569653,0.030413812651
ZTF20abefyha,10.478,0.043,1.40869653,0.017691806013
ZTF20abefzfc,6.795,0.741,0.69869653,2.440703382224
ZTF20abegate,9.809,0.039,1.07669653,0.018439088915
ZTF20abegiry,8.576,0.089,1.51169653,0.206828431314
ZTF20abegjom,10.084,0.08,1.31469653,0.019849433241
ZTF20abeglzu,9.647,0.08,1.40369653,0.021260291625
ZTF20abegoix,8.707,0.108,1.18969653,0.575280801001
ZTF20abegopd,9.652,0.121,1.30169653,0.017691806013
ZTF20abehvas,8.681,0.131,1.19969653,0.089202017914
ZTF20abeimho,7.704,0.341,0.72969653,0.598534877848
ZTF20abejvpr,7.916,0.091,0.19569653,0.212049522518
ZTF20abektyy,6.71,1.046,1.23469653,2.74693010468
ZTF20abeldyn,9.443,0.066,1.15569653,0.019798989873
ZTF20abeljuj,6.567,0.358,-0.81930347,1.398333293603
ZTF20abelnha,8.989,0.061,1.14169653,0.051662365412
ZTF20abeoicg,8.925,0.037,1.11569653,0.022803508502
ZTF20abeolig,9.684,0.118,1.29269653,0.019104973175
ZTF20abeolsw,8.873,0.105,1.13369653,0.055803225713
ZTF20abeqsrm,7.841,0.114,-0.08130347,0.093776329636
ZTF20abewogd,5.917,0.644,-0.13130347,2.280818493436
ZTF20abexyxk,7.97,0.132,0.74169653,0.111018016556
ZTF20abeyqmx,8.376,0.157,1.37469653,0.213560295935
ZTF20abeyvwv,8.64,0.117,1.24269653,0.043416586692
ZTF20abeywdn,7.91,0.027,0.54069653,0.048764741361
ZTF20abfcshg,7.315,0.101,0.52969653,0.092590496273
ZTF20abfcsnk,8.372,0.132,0.79569653,0.388274387515
ZTF20abfemvr,6.972,0.408,0.41769653,0.592962899345
ZTF20abffaxl,9.796,0.029,1.05369653,0.019104973175
ZTF20abfhway,8.829,0.031,1.07469653,0.032526911935
ZTF20abfhzhm,7.394,0.581,0.55169653,1.888583066746
ZTF20abfklsy,9.73,0.036,1.50069653,0.018384776311
ZTF20abfqeef,8.667,0.037,0.77769653,0.059816385715
ZTF20abfsemq,,-9.0,,
ZTF20abfybms,9.093,0.045,1.29269653,0.060307545133
ZTF20abfyriw,8.865,0.063,1.04769653,0.028319604517
ZTF20abgakbv,7.115,0.272,0.53869653,0.472451055666
ZTF20abgaovd,9.757,0.081,1.32269653,0.02334523506
ZTF20abgbdeh,7.936,0.165,1.30969653,0.206021843502
ZTF20abgbfyk,8.246,0.145,0.77369653,0.266810794384
ZTF20abgbiet,9.158,0.01,2.61169653,0.461546314036
ZTF20abgbvgl,7.986,0.148,0.57269653,0.166400120192
ZTF20abgbwmt,8.43,0.04,0.71769653,0.056568542495
ZTF20abgbxfm,7.649,0.893,2.63969653,1.396712210872
ZTF20abgbxzn,8.886,0.079,1.17669653,0.034205262753
ZTF20abgdspk,9.183,0.057,1.24969653,0.021260291625
ZTF20abgdtmv,7.281,1.204,2.80869653,11.088359662276
ZTF20abgevcw,8.991,0.022,0.92169653,0.032756678708
ZTF20abgfekk,8.724,0.024,0.63669653,0.027018512172
ZTF20abgfljj,8.763,0.046,0.93869653,0.083528438271
ZTF20abgfvav,7.959,0.082,0.88569653,0.216205920363
ZTF20abgijph,8.784,0.066,1.03069653,0.258017441271
ZTF20abgjbpj,8.519,1.084,2.85769653,2.345220032321
ZTF20abglyot,8.843,0.075,1.80469653,0.15532224567
ZTF20abgpksj,8.489,0.045,0.76169653,0.074242844773
ZTF20abgtran,9.949,0.058,1.39769653,0.018439088915
ZTF20abguygh,10.071,0.028,1.19269653,0.020615528128
ZTF20abgwffm,7.652,0.372,1.45569653,0.66250735845
ZTF20abgwgqj,7.453,0.152,0.39269653,0.442366364002
ZTF20abgzvff,9.955,0.131,1.39769653,0.018439088915
ZTF20abhcean,9.669,0.043,1.33469653,0.049193495505
ZTF20abhjesj,9.503,0.08,1.07169653,0.019849433241
ZTF20abhjghg,8.587,0.164,1.23969653,0.16807736314
ZTF20abhmnom,8.337,0.04,0.59769653,0.081884064384
ZTF20abhmqdn,8.486,0.064,0.99869653,0.121823643025
ZTF20abhrmxh,8.673,0.21,1.35569653,0.474723077172
ZTF20abhvnzc,10.093,0.067,1.39269653,0.017691806013
ZTF20abhzgly,8.526,0.044,0.39469653,0.07467261881
ZTF20abijfqq,9.824,0.043,1.24369653,0.020518284529
ZTF20abimuaw,10.063,0.04,1.25369653,0.131308796354
ZTF20abipuee,9.853,0.1,1.33369653,0.018384776311
ZTF20abirxmf,8.894,0.023,0.35469653,0.04295346319
ZTF20abiscvb,9.485,0.022,0.93069653,0.025495097568
ZTF20abisrhp,8.499,0.664,0.68169653,1.273360907206
ZTF20abisvtr,8.515,0.04,0.81069653,0.074706090782
ZTF20abixkhh,9.422,0.029,1.07669653,0.019209372712
ZTF20abixkpg,7.981,0.091,0.40269653,0.282081548493
ZTF20abixumi,9.479,0.074,1.44769653,0.019104973175
ZTF20abjapav,8.623,0.05,1.31469653,0.037536648758
ZTF20abjbiqf,9.46,0.04,1.21269653,0.019798989873
ZTF20abjcuep,8.469,0.053,0.48869653,0.098270036125
ZTF20abjfufv,9.92,0.127,1.28069653,0.017691806013
ZTF20abjgfac,8.787,0.088,1.30869653,0.075
ZTF20abjkvyt,7.983,0.963,2.16769653,2.14393213512
ZTF20abjkxwa,9.007,0.024,0.73269653,0.024413111231
ZTF20abjlaim,6.884,0.401,-0.39130347,1.422946590705
ZTF20abjnmhn,8.303,0.151,1.02569653,0.291235300058
ZTF20abjrror,9.855,0.117,1.25569653,0.022671568098
ZTF20abjrrum,6.357,0.453,-0.52130347,4.454374254595
ZTF20abjubmm,9.148,0.044,1.03169653,0.028017851452
ZTF20abjwtgr,7.981,0.349,0.14069653,1.212426080221
ZTF20abjwuju,7.958,0.131,-0.00930347,0.30390788078
ZTF20abjwuuv,8.232,0.094,0.81469653,0.134182711256
ZTF20abjwvdh,9.503,0.06,1.10669653,0.026400757565
ZTF20abjxrhg,,-9.0,,
ZTF20abjxwga,8.925,0.027,0.75069653,0.031400636936
ZTF20abkacis,7.475,0.482,1.16569653,0.61963295587
ZTF20abkcril,6.839,0.663,0.72769653,0.545381517839
ZTF20abkdpsy,6.284,0.393,0.25269653,0.966364320533
ZTF20abkdxng,8.048,0.029,0.53969653,0.073006848994
ZTF20abkfhzy,9.676,0.039,1.30369653,0.019849433241
ZTF20abkgypx,8.725,0.153,1.61269653,0.120415945788
ZTF20abkhhjn,,-9.0,,
ZTF20abkhibz,7.854,0.075,0.71469653,0.108046286378
ZTF20abkhjdq,7.008,0.358,1.24369653,0.299843292405
ZTF20abkhtbc,8.877,0.052,0.87369653,0.02983286778
ZTF20abkloyg,7.598,0.335,0.72369653,0.502308670043
ZTF20abkrwdu,9.386,0.023,1.07169653,0.024207436874
ZTF20abkwacw,8.672,0.125,2.60869653,1.216646209874
ZTF20abkwvgc,7.975,0.509,1.68269653,0.908249415084
ZTF20abkxion,7.533,1.373,0.85569653,3.081987994785
ZTF20abkzhpk,8.656,0.046,0.74369653,0.105688220725
ZTF20ablagfg,9.449,0.065,1.18469653,0.043278170017
ZTF20ableiem,10.241,0.111,1.38069653,0.018439088915
ZTF20ablhlio,9.293,0.04,0.89969653,0.021213203436
ZTF20ablkswc,9.879,0.086,1.19069653,0.02
ZTF20ablnjvp,8.304,0.032,0.41169653,0.055226805086
ZTF20abloktg,9.51,0.064,1.21369653,0.036359317925
ZTF20ablqbvc,9.032,0.035,0.96969653,0.041036569057
ZTF20ablstba,8.127,0.216,1.30569653,0.784564210247
ZTF20ablvukx,9.91,0.035,1.22069653,0.022627416998
ZTF20ablxtlp,9.953,0.125,1.34669653,0.016970562748
ZTF20abmapla,5.835,0.692,0.14069653,1.891361678791
ZTF20abmarcv,8.253,0.347,0.97169653,0.721634256393
ZTF20abmbxrq,8.804,0.055,0.64469653,0.067601775125
ZTF20abmbycd,10.404,0.045,1.43269653,0.018439088915
ZTF20abmcwll,6.352,0.547,0.66269653,1.473855488167
ZTF20abmcwtd,8.274,0.072,0.68769653,0.559721359249
ZTF20abmcxct,9.246,0.027,0.61369653,0.02
ZTF20abmcyox,8.011,0.073,0.14669653,0.117902502094
ZTF20abmddts,6.976,1.072,0.80269653,2.433528508154
ZTF20abmdfcy,9.125,0.081,1.37269653,0.050803543184
ZTF20abmectx,9.303,0.066,1.28669653,0.032449961479
ZTF20abmlxrx,8.358,0.096,0.95069653,0.089470665584
ZTF20abmmkyv,7.484,0.259,0.65169653,0.178339563754
ZTF20abmmymj,9.172,0.036,0.83969653,0.029206163733
ZTF20abmoans,10.106,0.116,1.27869653,0.017691806013
ZTF20abmsppe,8.007,0.317,1.55469653,0.307546744415
ZTF20abmspyz,9.024,0.094,1.45769653,0.097005154502
ZTF20abmsqaa,8.611,0.04,0.68769653,0.074732857566
ZTF20abmsqpr,7.888,0.106,0.32469653,0.351454122184
ZTF20abmsxxr,7.445,0.584,1.80569653,0.624020832986
ZTF20abmubmh,8.209,0.064,0.66769653,0.083186537372
ZTF20abmudrv,8.642,0.022,1.11969653,0.034828149535
ZTF20abmxovj,9.617,0.081,1.14769653,0.022803508502
ZTF20abmxstg,8.275,0.479,2.17369653,1.099398471893
ZTF20abmxtnh,9.572,0.067,1.54169653,0.044821869662
ZTF20abmzfql,7.82,0.249,0.90569653,0.654920605875
ZTF20abnbilr,8.467,0.062,1.02269653,0.068242215673
ZTF20abnbpxq,9.522,0.017,1.06969653,0.027586228448
ZTF20abndopb,8.164,0.137,1.03869653,0.174496418301
ZTF20abndzyc,9.866,0.041,1.16869653,0.017691806013
ZTF20abnlsww,8.967,0.027,0.80469653,0.028600699292
ZTF20abnmahn,9.982,0.104,1.29469653,0.024839484697
ZTF20abnnftk,,-9.0,,
ZTF20abnngbz,9.146,0.037,1.29069653,0.021931712199
ZTF20abnofwd,8.385,0.149,1.71169653,0.325184562979
ZTF20abnrdse,8.285,0.093,1.08769653,0.129634100452
ZTF20abnvdem,7.944,0.092,0.35369653,0.205992718318
ZTF20abnwldu,7.832,0.677,1.46569653,1.568929571396
ZTF20abnwozf,10.199,0.087,1.44869653,0.018439088915
ZTF20abodgpt,7.552,0.389,-0.25130347,0.929221717353
ZTF20aboquuv,7.51,0.203,0.71769653,0.364002747242
ZTF20abotxgj,8.236,0.03,0.64869653,0.038275318418
ZTF20abowpvf,9.095,0.043,0.83769653,0.036235341864
ZTF20aboytyf,9.505,0.12,1.29969653,0.020518284529
ZTF20aboytzr,8.952,0.02,0.77369653,0.024083189158
ZTF20aboyujf,8.607,0.035,0.82769653,0.055072679252
ZTF20abpeyat,8.668,0.049,0.93769653,0.046615448083
ZTF20abpglei,6.156,0.348,0.41669653,0.908093056906
ZTF20abplamr,9.589,0.016,1.07169653,0.022803508502
ZTF20abpqdgh,7.958,0.07,0.51969653,0.191981769968
ZTF20abpqenl,8.599,0.015,0.84369653,0.029206163733
ZTF20abpsbyg,8.553,0.132,1.37969653,0.230670761043
ZTF20abpscln,8.414,0.058,0.92769653,0.082680106434
ZTF20abpsdmr,7.634,0.34,0.58269653,0.50685895474
ZTF20abptxls,9.37,0.036,1.09269653,0.020518284529
ZTF20abpubll,8.445,0.154,0.90769653,0.687176833137
ZTF20abpucsd,8.768,0.152,1.20869653,0.146400136612
ZTF20abpuijn,7.735,0.411,0.90869653,1.353725599965
ZTF20abpuyau,8.362,0.054,0.87669653,0.066468037432
ZTF20abpvgzj,7.697,0.068,0.56369653,0.140459958707
ZTF20abpvhij,9.358,0.028,1.07869653,0.022022715546
ZTF20abpvolc,8.707,0.033,0.67669653,0.04205948169
ZTF20abpxtaz,10.085,0.037,1.34269653,0.023853720884
ZTF20abpyplw,8.979,0.03,0.66569653,0.036069377594
ZTF20abpyxja,8.984,0.029,0.92169653,0.027586228448
ZTF20abpzltz,9.054,0.028,0.91869653,0.046043457733
ZTF20abqaqgv,9.412,0.114,1.30069653,0.038418745425
ZTF20abqbzuv,10.079,0.114,1.33369653,0.019104973175
ZTF20abqcvtk,9.261,0.024,0.92169653,0.020518284529
ZTF20abqefja,9.57,0.062,1.10969653,0.02
ZTF20abqetet,8.118,0.309,0.88069653,0.508469271441
ZTF20abqfgee,8.734,0.048,1.04669653,0.031144823005
ZTF20abqgzhh,9.464,0.03,1.02569653,0.021931712199
ZTF20abqhnqq,8.914,0.064,1.12069653,0.076850504227
ZTF20abqiyna,8.047,1.097,2.32869653,2.893340802602
ZTF20abqkbfx,8.749,0.146,1.09669653,0.166868211472
ZTF20abqkmlp,9.997,0.004,2.11669653,0.059236812878
ZTF20abqlawg,10.205,0.104,1.47469653,0.019104973175
ZTF20abqlgtv,8.134,0.349,1.25569653,0.757476072229
ZTF20abqmmhn,8.08,0.079,0.70169653,0.093407708461
ZTF20abqmtsh,10.763,0.035,1.80469653,0.017804493815
ZTF20abqnctf,9.036,0.087,1.10269653,0.051623637997
ZTF20abqnztv,8.547,0.031,0.58569653,0.043462627624
ZTF20abqofgc,9.234,0.055,1.23969653,0.024413111231
ZTF20abqosnh,9.97,0.034,1.24469653,0.026172504657
ZTF20abqqwui,10.055,0.05,1.23069653,0.017691806013
ZTF20abqsrfe,7.397,0.292,0.48669653,0.423036641439
ZTF20abquppg,7.222,1.194,1.90069653,2.282236841347
ZTF20abqvsik,8.097,0.012,0.73369653,0.021260291625
ZTF20abrdvpj,8.623,0.073,0.23469653,0.112969022303
ZTF20abrempf,9.023,0.018,0.52969653,0.022472205054
ZTF20abrffom,8.71,0.036,0.72169653,0.022022715546
ZTF20abrgyhd,8.042,0.746,1.64269653,2.667358431107
ZTF20abrhlfb,8.362,0.112,1.16569653,0.149586095611
ZTF20abrjmgi,8.111,0.027,0.44969653,0.026172504657
ZTF20abrnavu,7.634,0.306,0.73269653,1.300424930552
ZTF20abrnklh,9.289,0.038,1.05469653,0.020518284529
ZTF20abrnvwf,7.215,0.32,-0.24630347,0.968979359945
ZTF20absfrbq,10.002,0.01,1.00569653,0.017029386366
ZTF20absitlr,9.043,0.034,1.11469653,0.021260291625
ZTF20abstsxb,8.996,0.033,1.09469653,0.050566787519
ZTF20absvtnc,7.912,0.045,0.44969653,0.195726850483
ZTF20absvwdh,8.782,0.053,2.10769653,1.547082738576
ZTF20abswgbn,9.994,0.033,1.16069653,0.020615528128
ZTF20abswjae,10.078,0.105,1.28669653,0.021213203436
ZTF20absyium,8.315,0.053,0.97569653,0.086954010833
ZTF20abszyjg,5.88,0.34,0.59969653,5.629343300954
ZTF20abszzlp,7.838,0.066,0.66669653,0.098310731866
ZTF20abtajxq,7.781,0.144,0.21469653,0.303659348613
ZTF20abtctgr,8.924,0.03,1.32469653,0.02983286778
ZTF20abtfnpl,8.965,0.026,0.68969653,0.031064449134
ZTF20abthxfr,9.582,0.118,1.35269653,0.019104973175
ZTF20abtnpwt,8.178,0.105,0.54969653,0.163514525349
ZTF20abtsecq,8.288,0.045,0.31969653,0.099624294226
ZTF20abtzhfc,8.389,0.212,2.10769653,0.340261664018
ZTF20abucjsa,9.571,0.084,1.44869653,0.018439088915
ZTF20abucvpo,7.739,0.697,0.93369653,1.657463725093
ZTF20abujoya,9.57,0.082,1.40369653,0.072201108025
ZTF20abuojuw,9.108,0.061,1.78669653,0.08065977932
ZTF20abupbub,8.13,0.258,1.61869653,1.669078787835
ZTF20abushtf,8.448,0.085,0.85069653,0.166481230173
ZTF20abuusst,6.931,0.521,-0.12630347,2.58314730513
ZTF20abvaida,8.205,0.193,0.95869653,0.238522535623
ZTF20abvowvw,7.915,0.139,0.72369653,0.124450793489
ZTF20abvqibv,7.728,0.166,0.36469653,0.244675295034
ZTF20abvqilf,8.048,0.056,0.27569653,0.087132083643
ZTF20abvtozi,7.207,0.541,1.06169653,1.002220035721
ZTF20abvxcao,6.746,0.576,1.15369653,2.446721275503
ZTF20abvxdio,8.386,0.117,0.62869653,0.687387081636
ZTF20abvxhvg,,,,
ZTF20abvxsgk,7.724,0.09,0.74069653,0.095707888912
ZTF20abvyare,8.444,0.055,0.73469653,0.053823786563
ZTF20abvyauy,8.137,0.07,1.28869653,0.095524865873
ZTF20abvycao,8.089,0.061,0.49469653,0.142863571284
ZTF20abvycvf,9.97,0.032,1.15369653,0.019849433241
ZTF20abvykmy,7.851,0.072,0.67469653,0.139316187143
ZTF20abwaoey,8.103,0.13,0.07369653,0.900262184033
ZTF20abwavab,8.645,0.007,0.60369653,0.036891733491
ZTF20abwayjb,8.556,0.056,1.00169653,0.19041270966
ZTF20abwcnhm,7.873,0.056,0.54269653,0.118595952713
ZTF20abwdwoa,9.456,0.027,1.13469653,0.032557641192
ZTF20abweedo,9.109,0.025,0.63169653,0.020518284529
ZTF20abwkqxd,8.334,0.215,1.37169653,0.251849161206
ZTF20abwktfx,9.807,0.11,1.31669653,0.018439088915
ZTF20abwrcmq,8.774,0.016,0.36169653,0.020518284529
ZTF20abwvswy,9.52,0.032,0.84069653,0.02469817807
ZTF20abwynwj,9.188,0.033,0.81069653,0.021260291625
ZTF20abwyyjc,8.416,0.077,0.46669653,0.107335921294
ZTF20abxawtv,6.745,0.533,0.80869653,1.004104078271
ZTF20abxbjai,7.556,0.125,0.53469653,0.260499520153
ZTF20abxcycq,8.882,0.042,1.02769653,0.049648766349
ZTF20abxezim,9.598,0.033,1.10669653,0.02
ZTF20abxfiev,8.886,0.106,1.64569653,0.130873985192
ZTF20abxgwjr,9.397,0.078,1.19469653,0.019849433241
ZTF20abxgxjd,8.853,0.055,1.14269653,0.134063417829
ZTF20abxhigx,8.355,0.126,0.69869653,0.141484981535
ZTF20abxidyb,7.88,0.089,0.50469653,0.130506704809
ZTF20abxjefm,9.29,0.024,0.72269653,0.026907248094
ZTF20abxkjxg,8.218,0.759,1.99469653,3.968330883382
ZTF20abxkwca,8.419,0.055,1.20869653,0.067955868032
ZTF20abxlham,9.029,0.097,1.30369653,0.037536648758
ZTF20abxlwht,10.047,0.116,1.44269653,0.017691806013
ZTF20abxmgny,9.499,0.047,1.37469653,0.026400757565
ZTF20abxpzxg,8.936,0.121,1.40769653,0.069814038703
ZTF20abxqtyg,8.825,0.013,0.74969653,0.020518284529
ZTF20abxrsjb,8.136,0.069,0.91869653,0.127015747055
ZTF20abxtiyh,9.645,0.049,1.13269653,0.021213203436
ZTF20abxwreg,8.614,0.036,0.73569653,0.043829214002
ZTF20abxxvzp,9.686,0.052,0.96969653,0.026172504657
ZTF20abxxzxy,8.663,0.044,0.71669653,0.051107729357
ZTF20abxyadt,8.545,0.019,0.51569653,0.106437775249
ZTF20abxyajd,8.512,0.017,0.58969653,0.023600847442
ZTF20abxyaqc,9.006,0.042,0.94269653,0.068680419335
ZTF20abxyaxt,8.898,0.136,1.23169653,0.03
ZTF20abxyfye,8.315,0.141,0.91169653,0.187109593554
ZTF20abxyggc,8.647,0.023,0.71269653,0.022803508502
ZTF20abxyjfg,8.76,0.029,0.93469653,0.047381430962
ZTF20abxzrqw,8.852,0.09,1.12769653,0.028425340807
ZTF20abydkrl,9.134,0.07,0.94669653,0.020615528128
ZTF20abyfgri,6.908,0.043,-0.09630347,0.596477996241
ZTF20abyfmjr,9.733,0.1,1.25069653,0.025
ZTF20abygigy,9.151,0.033,1.02469653,0.022022715546
ZTF20abyiohf,7.885,0.208,0.72969653,0.381242704848
ZTF20abyiycy,9.055,0.046,1.17169653,0.033970575503
ZTF20abyjopm,9.726,0.079,1.28369653,0.027459060435
ZTF20abyjoxb,7.851,0.378,1.37469653,0.846934472082
ZTF20abyjpxx,7.911,0.371,1.09569653,0.66469391452
ZTF20abylbuf,7.395,0.461,0.84769653,1.051264476714
ZTF20abyleyk,9.043,0.032,0.90969653,0.024839484697
ZTF20abypkpz,10.135,0.111,1.26769653,0.018384776311
ZTF20abyppuk,6.347,1.021,0.20469653,2.118878240957
ZTF20abyptpc,10.209,0.084,1.53369653,0.019849433241
ZTF20abyqdyg,8.148,0.142,0.35369653,0.157496031696
ZTF20abyskia,8.822,0.111,1.33769653,0.053823786563
ZTF20abysqxw,8.65,0.03,1.06669653,0.042011903075
ZTF20abyvtds,8.332,0.036,0.58469653,0.173
ZTF20abywpkl,8.747,0.056,0.86169653,0.098478424033
ZTF20abywspv,5.666,0.621,-0.30930347,2.645270685582
ZTF20abywzvj,8.38,0.034,0.64269653,0.053075418039
ZTF20abyxcib,10.162,0.107,1.18769653,0.018439088915
ZTF20abyxnjo,9.562,0.108,1.32269653,0.023853720884
ZTF20abyxuky,9.636,0.075,1.24969653,0.043566041822
ZTF20abyyfmw,8.636,0.027,0.65769653,0.026907248094
ZTF20abyyvrw,,-9.0,,
ZTF20abyyzyd,8.447,0.263,1.25469653,0.378671361473
ZTF20abyzbxa,9.266,0.135,1.27269653,0.070178344238
ZTF20abyzgzj,8.255,0.217,1.22369653,0.236171547821
ZTF20abzaknn,8.723,0.061,1.17169653,0.081841309862
ZTF20abzayoe,8.194,0.182,0.81769653,0.367009536661
ZTF20abzbfct,8.998,0.018,0.52069653,0.020615528128
ZTF20abzcfqn,8.396,0.181,1.28569653,0.23500212765
ZTF20abzcokv,7.489,0.207,-0.02730347,0.329795391114
ZTF20abzcsbt,8.498,0.057,0.91169653,0.204924376295
ZTF20abzetdf,9.62,0.027,0.93369653,0.021260291625
ZTF20abzettb,10.166,0.056,1.49969653,0.019104973175
ZTF20abzfoyg,8.2,0.541,1.51869653,1.077777342497
ZTF20abzhwtq,8.961,0.084,1.37269653,0.033941125497
ZTF20abzjads,8.164,0.043,0.14569653,0.077794601355
ZTF20abzjobr,8.049,0.285,0.23669653,0.344088651368
ZTF20abzjpsv,9.408,0.036,0.91569653,0.031064449134
ZTF20abzjvse,5.0,0.824,0.16069653,4.18477478486
ZTF20abzkzcw,9.54,0.106,1.44969653,0.126562237654
ZTF20abzpxxu,8.345,0.074,0.56969653,0.083432607534
ZTF20abzvxyk,9.363,0.019,0.80669653,0.025
ZTF20acaapwk,9.561,0.115,1.23369653,0.019849433241
ZTF20acacqko,8.151,0.317,0.81069653,1.085663391664
ZTF20acaczen,8.428,0.068,0.82769653,0.141904897731
ZTF20acajvrj,8.668,0.236,1.35769653,0.37106603186
ZTF20acauthg,8.427,0.105,0.60269653,0.113441614939
ZTF20acbakkg,9.362,0.142,1.27469653,0.021931712199
ZTF20acbeanu,9.694,0.079,1.26369653,0.018384776311
ZTF20acberbd,8.526,0.075,0.76069653,0.160601992516
ZTF20acberfr,8.331,0.122,1.07269653,0.241679539887
ZTF20acbnoqi,9.619,0.023,1.28269653,0.020518284529
ZTF20acbnwyb,9.714,0.068,1.58769653,0.037643060449
ZTF20acbovrt,8.377,0.081,0.64469653,0.044944410108
ZTF20acbttnt,8.648,0.046,0.54169653,0.071309185944
ZTF20accagnf,8.496,0.037,1.06669653,0.084646323015
ZTF20acchxpm,8.12,0.268,1.04069653,0.264440919678
ZTF20accmutv,8.417,0.034,0.88469653,0.077620873481
ZTF20accoccp,8.435,0.095,1.06369653,0.10733126292
ZTF20accodxy,8.664,0.108,1.19669653,0.088509886453
ZTF20accovje,7.978,0.181,0.87769653,0.462017315693
